"Row ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name","Segment","Country","City","State","Postal Code","Region","Category","Sub-Category","Sales","Quantity","Discount","Profit"
"1835","8/2/2014","8/8/2014","Standard Class","AS-10045","Aaron Smayling","Corporate","United States","Austin","Texas","78745","Central","Office Supplies","Paper","36.288","7","0.2","12.7008"
"1836","6/21/2011","6/24/2011","First Class","RM-19375","Raymond Messe","Consumer","United States","Meriden","Connecticut","6450","East","Office Supplies","Art","21.4","5","0","6.206"
"1837","2/20/2014","2/22/2014","Second Class","NH-18610","Nicole Hansen","Corporate","United States","Roswell","Georgia","30076","South","Office Supplies","Appliances","1245.86","7","0","361.2994"
"1838","8/1/2011","8/5/2011","Standard Class","BF-10975","Barbara Fisher","Corporate","United States","Charlotte","North Carolina","28205","South","Office Supplies","Labels","17.544","3","0.2","5.9211"
"1839","8/1/2011","8/5/2011","Standard Class","BF-10975","Barbara Fisher","Corporate","United States","Charlotte","North Carolina","28205","South","Furniture","Furnishings","44.128","4","0.2","12.1352"
"1840","8/1/2011","8/5/2011","Standard Class","BF-10975","Barbara Fisher","Corporate","United States","Charlotte","North Carolina","28205","South","Office Supplies","Appliances","62.92","1","0.2","10.2245"
"1841","8/1/2011","8/5/2011","Standard Class","BF-10975","Barbara Fisher","Corporate","United States","Charlotte","North Carolina","28205","South","Office Supplies","Paper","78.304","2","0.2","29.364"
"1842","7/19/2013","7/24/2013","Standard Class","KH-16330","Katharine Harms","Corporate","United States","Bowling Green","Kentucky","42104","South","Furniture","Chairs","140.81","1","0","39.4268"
"1843","2/9/2012","2/11/2012","Second Class","FA-14230","Frank Atkinson","Corporate","United States","San Antonio","Texas","78207","Central","Office Supplies","Labels","40.096","4","0.2","13.5324"
"1844","2/9/2012","2/11/2012","Second Class","FA-14230","Frank Atkinson","Corporate","United States","San Antonio","Texas","78207","Central","Furniture","Furnishings","40.784","2","0.6","-30.588"
"1845","7/30/2014","8/3/2014","Standard Class","GW-14605","Giulietta Weimer","Consumer","United States","Seattle","Washington","98115","West","Technology","Accessories","90.57","3","0","11.7741"
"1846","1/13/2014","1/18/2014","Second Class","DA-13450","Dianna Arnett","Home Office","United States","Washington","District of Columbia","20016","East","Office Supplies","Paper","40.08","6","0","19.2384"
"1847","1/13/2014","1/18/2014","Second Class","DA-13450","Dianna Arnett","Home Office","United States","Washington","District of Columbia","20016","East","Furniture","Furnishings","37.68","2","0","15.8256"
"1848","9/11/2014","9/11/2014","Same Day","FH-14275","Frank Hawley","Corporate","United States","Los Angeles","California","90004","West","Furniture","Chairs","362.352","3","0.2","27.1764"
"1849","9/11/2014","9/11/2014","Same Day","FH-14275","Frank Hawley","Corporate","United States","Los Angeles","California","90004","West","Office Supplies","Binders","7.184","2","0.2","2.245"
"1850","7/20/2012","7/25/2012","Second Class","RK-19300","Ralph Kennedy","Consumer","United States","South Bend","Indiana","46614","Central","Office Supplies","Storage","34.76","1","0","9.7328"
"1851","7/20/2012","7/25/2012","Second Class","RK-19300","Ralph Kennedy","Consumer","United States","South Bend","Indiana","46614","Central","Technology","Accessories","831.2","5","0","124.68"
"1852","7/20/2012","7/25/2012","Second Class","RK-19300","Ralph Kennedy","Consumer","United States","South Bend","Indiana","46614","Central","Office Supplies","Paper","26.4","5","0","11.88"
"1853","7/20/2012","7/25/2012","Second Class","RK-19300","Ralph Kennedy","Consumer","United States","South Bend","Indiana","46614","Central","Office Supplies","Envelopes","106.75","7","0","49.105"
"1854","7/20/2012","7/25/2012","Second Class","RK-19300","Ralph Kennedy","Consumer","United States","South Bend","Indiana","46614","Central","Office Supplies","Paper","97.82","2","0","45.9754"
"1855","7/20/2012","7/25/2012","Second Class","RK-19300","Ralph Kennedy","Consumer","United States","South Bend","Indiana","46614","Central","Office Supplies","Storage","141.4","5","0","38.178"
"1856","6/13/2011","6/17/2011","Standard Class","FM-14215","Filia McAdams","Corporate","United States","Los Angeles","California","90032","West","Office Supplies","Art","14.52","3","0","4.7916"
"1857","5/13/2014","5/16/2014","Second Class","AC-10420","Alyssa Crouse","Corporate","United States","Houston","Texas","77041","Central","Office Supplies","Storage","127.92","5","0.2","-15.99"
"1858","5/13/2014","5/16/2014","Second Class","AC-10420","Alyssa Crouse","Corporate","United States","Houston","Texas","77041","Central","Office Supplies","Binders","34.24","4","0.8","-53.072"
"1859","9/3/2012","9/5/2012","First Class","JB-15400","Jennifer Braxton","Corporate","United States","Bristol","Connecticut","6010","East","Office Supplies","Appliances","137.62","2","0","60.5528"
"1860","9/3/2012","9/5/2012","First Class","JB-15400","Jennifer Braxton","Corporate","United States","Bristol","Connecticut","6010","East","Technology","Phones","100.49","1","0","25.1225"
"1861","3/27/2014","3/28/2014","First Class","GM-14440","Gary McGarr","Consumer","United States","New York City","New York","10009","East","Furniture","Bookcases","257.568","2","0.2","-28.9764"
"1862","3/27/2014","3/28/2014","First Class","GM-14440","Gary McGarr","Consumer","United States","New York City","New York","10009","East","Technology","Phones","119.96","4","0","33.5888"
"1863","11/12/2011","11/12/2011","Same Day","RF-19840","Roy Französisch","Consumer","United States","San Antonio","Texas","78207","Central","Office Supplies","Storage","49.632","4","0.2","4.9632"
"1864","10/14/2013","10/18/2013","Standard Class","NC-18625","Noah Childs","Corporate","United States","Aurora","Colorado","80013","West","Furniture","Tables","727.45","5","0.5","-465.568"
"1865","10/14/2013","10/18/2013","Standard Class","NC-18625","Noah Childs","Corporate","United States","Aurora","Colorado","80013","West","Furniture","Furnishings","24.96","3","0.2","4.368"
"1866","11/13/2014","11/13/2014","Same Day","NG-18355","Nat Gilpin","Corporate","United States","Newark","Ohio","43055","East","Technology","Phones","370.782","3","0.4","-92.6955"
"1867","4/16/2014","4/19/2014","First Class","AH-10075","Adam Hart","Corporate","United States","Henderson","Nevada","89015","West","Furniture","Furnishings","196.45","5","0","70.722"
"1868","6/25/2012","7/1/2012","Standard Class","CH-12070","Cathy Hwang","Home Office","United States","Philadelphia","Pennsylvania","19143","East","Office Supplies","Paper","31.104","6","0.2","10.8864"
"1869","6/25/2012","7/1/2012","Standard Class","CH-12070","Cathy Hwang","Home Office","United States","Philadelphia","Pennsylvania","19143","East","Office Supplies","Storage","78.256","2","0.2","-17.6076"
"1870","8/27/2013","8/30/2013","Second Class","CC-12145","Charles Crestani","Consumer","United States","Seattle","Washington","98103","West","Office Supplies","Paper","6.48","1","0","3.1104"
"1871","7/21/2011","7/25/2011","Standard Class","ME-18010","Michelle Ellison","Corporate","United States","San Francisco","California","94122","West","Office Supplies","Art","99.2","5","0","25.792"
"1872","7/21/2011","7/25/2011","Standard Class","ME-18010","Michelle Ellison","Corporate","United States","San Francisco","California","94122","West","Furniture","Chairs","801.568","2","0.2","50.098"
"1873","7/21/2011","7/25/2011","Standard Class","ME-18010","Michelle Ellison","Corporate","United States","San Francisco","California","94122","West","Furniture","Tables","272.848","1","0.2","27.2848"
"1874","11/22/2014","11/26/2014","Standard Class","BP-11230","Benjamin Patterson","Consumer","United States","Spokane","Washington","99207","West","Furniture","Tables","70.98","1","0","20.5842"
"1875","6/4/2011","6/9/2011","Standard Class","MP-17470","Mark Packer","Home Office","United States","Columbus","Ohio","43229","East","Office Supplies","Paper","16.224","2","0.2","5.8812"
"1876","3/11/2013","3/17/2013","Standard Class","CJ-12010","Caroline Jumper","Consumer","United States","Long Beach","New York","11561","East","Furniture","Bookcases","176.784","1","0.2","-22.098"
"1877","3/26/2014","3/30/2014","Standard Class","JC-15775","John Castell","Consumer","United States","San Antonio","Texas","78207","Central","Technology","Phones","470.376","3","0.2","47.0376"
"1878","12/30/2014","1/3/2015","Standard Class","JG-15160","James Galang","Consumer","United States","Los Angeles","California","90049","West","Furniture","Chairs","393.568","4","0.2","-44.2764"
"1879","12/30/2014","1/3/2015","Standard Class","JG-15160","James Galang","Consumer","United States","Los Angeles","California","90049","West","Technology","Phones","302.376","3","0.2","22.6782"
"1880","3/29/2014","4/3/2014","Standard Class","CK-12760","Cyma Kinney","Corporate","United States","Jacksonville","Florida","32216","South","Office Supplies","Binders","68.742","9","0.7","-48.1194"
"1881","3/5/2012","3/5/2012","Same Day","LF-17185","Luke Foster","Consumer","United States","New York City","New York","10011","East","Office Supplies","Envelopes","29.34","3","0","14.67"
"1882","3/5/2012","3/5/2012","Same Day","LF-17185","Luke Foster","Consumer","United States","New York City","New York","10011","East","Furniture","Chairs","383.607","7","0.1","63.9345"
"1883","3/5/2012","3/5/2012","Same Day","LF-17185","Luke Foster","Consumer","United States","New York City","New York","10011","East","Office Supplies","Storage","563.4","4","0","67.608"
"1884","11/14/2013","11/18/2013","Standard Class","CC-12430","Chuck Clark","Home Office","United States","Philadelphia","Pennsylvania","19143","East","Office Supplies","Paper","217.056","7","0.2","78.6828"
"1885","1/20/2014","1/24/2014","Second Class","DL-12865","Dan Lawera","Consumer","United States","Keller","Texas","76248","Central","Office Supplies","Labels","6","2","0.2","2.1"
"1886","4/23/2013","4/27/2013","Second Class","PG-18895","Paul Gonzalez","Consumer","United States","San Francisco","California","94122","West","Furniture","Furnishings","31.56","3","0","10.4148"
"1887","5/13/2011","5/15/2011","First Class","EH-14005","Erica Hernandez","Home Office","United States","Hialeah","Florida","33012","South","Office Supplies","Fasteners","7.104","2","0.2","2.3976"
"1888","5/13/2011","5/15/2011","First Class","EH-14005","Erica Hernandez","Home Office","United States","Hialeah","Florida","33012","South","Office Supplies","Binders","398.352","8","0.7","-331.96"
"1889","10/21/2011","10/22/2011","First Class","TB-21520","Tracy Blumstein","Consumer","United States","Fairfield","Ohio","45014","East","Office Supplies","Appliances","121.792","4","0.2","13.7016"
"1890","10/21/2011","10/22/2011","First Class","TB-21520","Tracy Blumstein","Consumer","United States","Fairfield","Ohio","45014","East","Furniture","Tables","409.59","3","0.4","-122.877"
"1891","3/14/2011","3/18/2011","Standard Class","DK-13225","Dean Katz","Corporate","United States","Huntington Beach","California","92646","West","Office Supplies","Paper","10.56","2","0","4.752"
"1892","3/14/2011","3/18/2011","Standard Class","DK-13225","Dean Katz","Corporate","United States","Huntington Beach","California","92646","West","Office Supplies","Art","3.38","1","0","1.2506"
"1893","12/23/2014","12/25/2014","Second Class","JP-15520","Jeremy Pistek","Consumer","United States","Port Orange","Florida","32127","South","Office Supplies","Envelopes","7.824","1","0.2","2.934"
"1894","11/25/2013","11/30/2013","Standard Class","CD-11980","Carol Darley","Consumer","United States","Medford","Oregon","97504","West","Office Supplies","Paper","24.784","1","0.2","7.745"
"1895","12/3/2014","12/6/2014","First Class","AS-10090","Adam Shillingsburg","Consumer","United States","Charlottesville","Virginia","22901","South","Office Supplies","Art","34.65","3","0","10.395"
"1896","12/31/2012","1/4/2013","Standard Class","JO-15280","Jas O'Carroll","Consumer","United States","Missoula","Montana","59801","West","Office Supplies","Binders","487.984","2","0.2","152.495"
"1897","10/4/2014","10/7/2014","First Class","AC-10450","Amy Cox","Consumer","United States","Minneapolis","Minnesota","55407","Central","Office Supplies","Binders","1793.98","2","0","843.1706"
"1898","8/29/2011","9/2/2011","Second Class","RA-19945","Ryan Akin","Consumer","United States","Miami","Florida","33178","South","Office Supplies","Envelopes","29.808","2","0.2","10.8054"
"1899","8/29/2011","9/2/2011","Second Class","RA-19945","Ryan Akin","Consumer","United States","Miami","Florida","33178","South","Office Supplies","Binders","505.176","4","0.7","-336.784"
"1900","8/29/2011","9/2/2011","Second Class","RA-19945","Ryan Akin","Consumer","United States","Miami","Florida","33178","South","Furniture","Tables","174.0585","3","0.45","-110.7645"
"1901","6/30/2013","7/4/2013","Second Class","Co-12640","Corey-Lock","Consumer","United States","Florence","South Carolina","29501","South","Office Supplies","Storage","191.88","6","0","19.188"
"1902","8/21/2013","8/24/2013","First Class","DW-13480","Dianna Wilson","Home Office","United States","Detroit","Michigan","48205","Central","Technology","Phones","14.78","2","0","3.9906"
"1903","10/22/2014","10/23/2014","First Class","DK-12835","Damala Kotsonis","Corporate","United States","Springfield","Oregon","97477","West","Office Supplies","Paper","5.184","1","0.2","1.8144"
"1904","10/22/2014","10/23/2014","First Class","DK-12835","Damala Kotsonis","Corporate","United States","Springfield","Oregon","97477","West","Furniture","Chairs","478.48","2","0.2","47.848"
"1905","10/22/2014","10/23/2014","First Class","DK-12835","Damala Kotsonis","Corporate","United States","Springfield","Oregon","97477","West","Technology","Accessories","28.4","2","0.2","6.745"
"1906","10/22/2014","10/25/2014","First Class","MD-17860","Michael Dominguez","Corporate","United States","Indianapolis","Indiana","46203","Central","Office Supplies","Storage","909.12","8","0","9.0912"
"1907","5/18/2013","5/22/2013","Standard Class","RP-19855","Roy Phan","Corporate","United States","Apopka","Florida","32712","South","Office Supplies","Binders","2.952","2","0.7","-2.1648"
"1908","5/18/2013","5/22/2013","Standard Class","RP-19855","Roy Phan","Corporate","United States","Apopka","Florida","32712","South","Office Supplies","Binders","27.018","6","0.7","-21.6144"
"1909","2/3/2012","2/4/2012","First Class","RW-19540","Rick Wilson","Corporate","United States","Los Angeles","California","90008","West","Furniture","Furnishings","136.92","4","0","41.076"
"1910","12/19/2014","12/24/2014","Standard Class","DB-13660","Duane Benoit","Consumer","United States","Oceanside","New York","11572","East","Furniture","Furnishings","18.96","2","0","8.532"
"1911","11/16/2013","11/23/2013","Standard Class","SC-20770","Stewart Carmichael","Corporate","United States","Los Angeles","California","90008","West","Technology","Accessories","99.39","3","0","40.7499"
"1912","7/4/2014","7/7/2014","Second Class","FH-14275","Frank Hawley","Corporate","United States","Houston","Texas","77041","Central","Office Supplies","Paper","273.896","7","0.2","92.4399"
"1913","7/4/2014","7/7/2014","Second Class","FH-14275","Frank Hawley","Corporate","United States","Houston","Texas","77041","Central","Technology","Machines","597.132","3","0.4","49.761"
"1914","1/16/2011","1/18/2011","First Class","EH-13990","Erica Hackney","Consumer","United States","Roswell","Georgia","30076","South","Technology","Accessories","149.95","5","0","65.978"
"1915","5/1/2014","5/6/2014","Standard Class","AS-10630","Ann Steele","Home Office","United States","Boynton Beach","Florida","33437","South","Office Supplies","Labels","4.608","2","0.2","1.6704"
"1916","5/1/2014","5/6/2014","Standard Class","AS-10630","Ann Steele","Home Office","United States","Boynton Beach","Florida","33437","South","Office Supplies","Art","15.528","3","0.2","4.8525"
"1917","5/1/2014","5/6/2014","Standard Class","AS-10630","Ann Steele","Home Office","United States","Boynton Beach","Florida","33437","South","Office Supplies","Labels","11.952","3","0.2","3.8844"
"1918","11/8/2012","11/14/2012","Standard Class","HA-14905","Helen Abelman","Consumer","United States","Franklin","Massachusetts","2038","East","Office Supplies","Art","11.65","5","0","3.3785"
"1919","10/30/2012","11/1/2012","Second Class","CH-12070","Cathy Hwang","Home Office","United States","Detroit","Michigan","48227","Central","Technology","Phones","299.9","2","0","74.975"
"1920","8/18/2014","8/20/2014","First Class","EH-13765","Edward Hooks","Corporate","United States","Watertown","New York","13601","East","Office Supplies","Binders","895.92","5","0.2","302.373"
"1921","8/18/2014","8/20/2014","First Class","EH-13765","Edward Hooks","Corporate","United States","Watertown","New York","13601","East","Furniture","Chairs","462.564","2","0.1","97.6524"
"1922","10/3/2012","10/9/2012","Standard Class","MZ-17515","Mary Zewe","Corporate","United States","Reading","Pennsylvania","19601","East","Office Supplies","Storage","15.008","2","0.2","1.5008"
"1923","7/9/2013","7/11/2013","Second Class","SC-20230","Scot Coram","Corporate","United States","Arlington","Texas","76017","Central","Technology","Phones","863.64","9","0.2","107.955"
"1924","7/9/2013","7/11/2013","Second Class","SC-20230","Scot Coram","Corporate","United States","Arlington","Texas","76017","Central","Office Supplies","Art","47.616","3","0.2","3.5712"
"1925","12/6/2014","12/8/2014","Second Class","NP-18325","Naresj Patel","Consumer","United States","San Diego","California","92024","West","Office Supplies","Paper","92.94","3","0","41.823"
"1926","3/10/2014","3/14/2014","Standard Class","LW-16990","Lindsay Williams","Corporate","United States","San Francisco","California","94110","West","Technology","Accessories","199.98","2","0","69.993"
"1927","6/10/2013","6/16/2013","Standard Class","GM-14680","Greg Matthias","Consumer","United States","Los Angeles","California","90045","West","Technology","Phones","177.48","3","0.2","19.9665"
"1928","11/29/2014","12/2/2014","First Class","RH-19495","Rick Hansen","Consumer","United States","Denver","Colorado","80219","West","Office Supplies","Paper","88.768","2","0.2","31.0688"
"1929","3/17/2014","3/19/2014","Second Class","VM-21685","Valerie Mitchum","Home Office","United States","Seattle","Washington","98105","West","Office Supplies","Paper","6.48","1","0","3.1104"
"1930","3/17/2014","3/19/2014","Second Class","VM-21685","Valerie Mitchum","Home Office","United States","Seattle","Washington","98105","West","Office Supplies","Storage","46.51","1","0","1.8604"
"1931","3/17/2014","3/19/2014","Second Class","VM-21685","Valerie Mitchum","Home Office","United States","Seattle","Washington","98105","West","Technology","Phones","659.976","3","0.2","49.4982"
"1932","11/28/2013","11/30/2013","Second Class","CC-12670","Craig Carreira","Consumer","United States","Scottsdale","Arizona","85254","West","Technology","Phones","271.992","1","0.2","23.7993"
"1933","8/7/2014","8/11/2014","Second Class","SV-20365","Seth Vernon","Consumer","United States","Lafayette","Louisiana","70506","South","Furniture","Bookcases","145.74","3","0","23.3184"
"1934","8/7/2014","8/11/2014","Second Class","SV-20365","Seth Vernon","Consumer","United States","Lafayette","Louisiana","70506","South","Furniture","Furnishings","15.4","5","0","7.392"
"1935","11/28/2014","12/4/2014","Standard Class","LW-16990","Lindsay Williams","Corporate","United States","San Francisco","California","94109","West","Office Supplies","Paper","244.55","5","0","114.9385"
"1936","11/28/2014","12/4/2014","Standard Class","LW-16990","Lindsay Williams","Corporate","United States","San Francisco","California","94109","West","Technology","Accessories","166.16","8","0","59.8176"
"1937","5/25/2012","5/27/2012","Second Class","NP-18685","Nora Pelletier","Home Office","United States","San Francisco","California","94109","West","Furniture","Furnishings","14.73","3","0","4.8609"
"1938","7/9/2013","7/13/2013","Standard Class","JE-15715","Joe Elijah","Consumer","United States","Broomfield","Colorado","80020","West","Office Supplies","Binders","19.968","2","0.7","-13.312"
"1939","7/9/2013","7/13/2013","Standard Class","JE-15715","Joe Elijah","Consumer","United States","Broomfield","Colorado","80020","West","Office Supplies","Storage","33.488","7","0.2","-1.2558"
"1940","7/9/2013","7/13/2013","Standard Class","JE-15715","Joe Elijah","Consumer","United States","Broomfield","Colorado","80020","West","Office Supplies","Binders","8.736","4","0.7","-6.1152"
"1941","7/9/2013","7/13/2013","Standard Class","JE-15715","Joe Elijah","Consumer","United States","Broomfield","Colorado","80020","West","Furniture","Chairs","662.88","3","0.2","74.574"
"1942","8/30/2014","9/2/2014","First Class","CP-12085","Cathy Prescott","Corporate","United States","Quincy","Illinois","62301","Central","Office Supplies","Labels","47.36","4","0.2","17.76"
"1943","8/30/2014","9/2/2014","First Class","CP-12085","Cathy Prescott","Corporate","United States","Quincy","Illinois","62301","Central","Office Supplies","Storage","27.44","2","0.2","2.401"
"1944","8/30/2014","9/2/2014","First Class","CP-12085","Cathy Prescott","Corporate","United States","Quincy","Illinois","62301","Central","Office Supplies","Binders","3.24","9","0.8","-5.184"
"1945","6/21/2013","6/27/2013","Standard Class","EA-14035","Erin Ashbrook","Corporate","United States","Carrollton","Texas","75007","Central","Technology","Accessories","95.968","4","0.2","26.3912"
"1946","6/21/2013","6/27/2013","Standard Class","EA-14035","Erin Ashbrook","Corporate","United States","Carrollton","Texas","75007","Central","Office Supplies","Paper","10.368","2","0.2","3.6288"
"1947","9/3/2014","9/7/2014","Standard Class","AC-10615","Ann Chong","Corporate","United States","New York City","New York","10009","East","Office Supplies","Art","23.1","2","0","6.468"
"1948","9/3/2014","9/7/2014","Standard Class","AC-10615","Ann Chong","Corporate","United States","New York City","New York","10009","East","Furniture","Furnishings","11.54","2","0","3.462"
"1949","9/3/2014","9/7/2014","Standard Class","AC-10615","Ann Chong","Corporate","United States","New York City","New York","10009","East","Furniture","Tables","254.526","1","0.4","-93.3262"
"1950","9/3/2014","9/7/2014","Standard Class","AC-10615","Ann Chong","Corporate","United States","New York City","New York","10009","East","Office Supplies","Appliances","12.98","1","0","3.7642"
"1951","9/3/2014","9/7/2014","Standard Class","AC-10615","Ann Chong","Corporate","United States","New York City","New York","10009","East","Office Supplies","Binders","26.432","8","0.2","8.9208"
"1952","9/3/2014","9/7/2014","Standard Class","AC-10615","Ann Chong","Corporate","United States","New York City","New York","10009","East","Technology","Phones","197.97","3","0","57.4113"
"1953","9/3/2014","9/7/2014","Standard Class","AC-10615","Ann Chong","Corporate","United States","New York City","New York","10009","East","Office Supplies","Labels","18.9","6","0","9.072"
"1954","9/3/2014","9/7/2014","Standard Class","AC-10615","Ann Chong","Corporate","United States","New York City","New York","10009","East","Furniture","Chairs","1282.41","5","0.1","213.735"
"1955","9/3/2014","9/7/2014","Standard Class","AC-10615","Ann Chong","Corporate","United States","New York City","New York","10009","East","Office Supplies","Art","4.92","3","0","2.214"
"1956","9/3/2014","9/7/2014","Standard Class","AC-10615","Ann Chong","Corporate","United States","New York City","New York","10009","East","Technology","Accessories","238","2","0","38.08"
"1957","9/3/2014","9/7/2014","Standard Class","AC-10615","Ann Chong","Corporate","United States","New York City","New York","10009","East","Technology","Accessories","167.97","3","0","40.3128"
"1958","9/3/2014","9/7/2014","Standard Class","AC-10615","Ann Chong","Corporate","United States","New York City","New York","10009","East","Office Supplies","Paper","17.12","4","0","7.704"
"1959","9/11/2014","9/16/2014","Second Class","RW-19690","Robert Waldorf","Consumer","United States","Springfield","Missouri","65807","Central","Office Supplies","Binders","16.2","3","0","7.776"
"1960","9/11/2014","9/16/2014","Second Class","RW-19690","Robert Waldorf","Consumer","United States","Springfield","Missouri","65807","Central","Office Supplies","Appliances","33.99","3","0","14.6157"
"1961","9/11/2014","9/16/2014","Second Class","RW-19690","Robert Waldorf","Consumer","United States","Springfield","Missouri","65807","Central","Technology","Accessories","296.85","5","0","53.433"
"1962","9/11/2014","9/16/2014","Second Class","RW-19690","Robert Waldorf","Consumer","United States","Springfield","Missouri","65807","Central","Technology","Accessories","112.8","6","0","6.768"
"1963","9/11/2014","9/16/2014","Second Class","RW-19690","Robert Waldorf","Consumer","United States","Springfield","Missouri","65807","Central","Office Supplies","Binders","13.71","3","0","6.5808"
"1964","9/11/2014","9/16/2014","Second Class","RW-19690","Robert Waldorf","Consumer","United States","Springfield","Missouri","65807","Central","Office Supplies","Paper","24.9","5","0","11.703"
"1965","9/11/2014","9/16/2014","Second Class","RW-19690","Robert Waldorf","Consumer","United States","Springfield","Missouri","65807","Central","Office Supplies","Storage","286.29","3","0","17.1774"
"1966","9/11/2014","9/16/2014","Second Class","RW-19690","Robert Waldorf","Consumer","United States","Springfield","Missouri","65807","Central","Office Supplies","Appliances","24.18","2","0","7.254"
"1967","12/22/2014","12/29/2014","Standard Class","DB-13210","Dean Braden","Consumer","United States","Paterson","New Jersey","7501","East","Technology","Phones","281.97","3","0","78.9516"
"1968","12/22/2014","12/29/2014","Standard Class","DB-13210","Dean Braden","Consumer","United States","Paterson","New Jersey","7501","East","Office Supplies","Supplies","69.5","5","0","20.155"
"1969","12/22/2014","12/29/2014","Standard Class","DB-13210","Dean Braden","Consumer","United States","Paterson","New Jersey","7501","East","Office Supplies","Paper","166.44","3","0","79.8912"
"1970","9/24/2014","9/30/2014","Standard Class","BD-11320","Bill Donatelli","Consumer","United States","Tulsa","Oklahoma","74133","Central","Technology","Accessories","291.96","4","0","102.186"
"1971","5/7/2014","5/12/2014","Standard Class","ML-17755","Max Ludwig","Home Office","United States","Chicago","Illinois","60623","Central","Office Supplies","Art","6.408","3","0.2","0.6408"
"1972","5/7/2014","5/12/2014","Standard Class","ML-17755","Max Ludwig","Home Office","United States","Chicago","Illinois","60623","Central","Technology","Accessories","408.744","7","0.2","76.6395"
"1973","12/14/2011","12/19/2011","Standard Class","JD-16015","Joy Daniels","Consumer","United States","Chicago","Illinois","60610","Central","Office Supplies","Binders","5.104","4","0.8","-8.6768"
"1974","12/14/2011","12/19/2011","Standard Class","JD-16015","Joy Daniels","Consumer","United States","Chicago","Illinois","60610","Central","Office Supplies","Fasteners","2.896","2","0.2","0.4706"
"1975","12/14/2011","12/19/2011","Standard Class","JD-16015","Joy Daniels","Consumer","United States","Chicago","Illinois","60610","Central","Technology","Accessories","35.016","3","0.2","-2.1885"
"1976","10/18/2011","10/20/2011","Second Class","AS-10225","Alan Schoenberger","Corporate","United States","Montgomery","Alabama","36116","South","Office Supplies","Storage","275.97","3","0","11.0388"
"1977","10/18/2011","10/20/2011","Second Class","AS-10225","Alan Schoenberger","Corporate","United States","Montgomery","Alabama","36116","South","Technology","Phones","1394.95","5","0","362.687"
"1978","10/18/2011","10/20/2011","Second Class","AS-10225","Alan Schoenberger","Corporate","United States","Montgomery","Alabama","36116","South","Furniture","Chairs","545.88","6","0","70.9644"
"1979","5/8/2012","5/12/2012","Standard Class","AA-10375","Allen Armold","Consumer","United States","Salem","Oregon","97301","West","Office Supplies","Art","5.248","2","0.2","0.5904"
"1980","4/15/2013","4/15/2013","Same Day","KT-16465","Kean Takahito","Consumer","United States","Glendale","Arizona","85301","West","Furniture","Chairs","933.536","4","0.2","105.0228"
"1981","4/15/2013","4/15/2013","Same Day","KT-16465","Kean Takahito","Consumer","United States","Glendale","Arizona","85301","West","Office Supplies","Storage","42.976","4","0.2","4.2976"
"1982","12/14/2012","12/16/2012","Second Class","MM-18280","Muhammed MacIntyre","Corporate","United States","Columbus","Georgia","31907","South","Office Supplies","Binders","3.76","2","0","1.8048"
"1983","12/3/2011","12/9/2011","Standard Class","NG-18430","Nathan Gelder","Consumer","United States","Oklahoma City","Oklahoma","73120","Central","Technology","Phones","479.96","4","0","134.3888"
"1984","11/25/2011","11/27/2011","Second Class","LW-16825","Laurel Workman","Corporate","United States","Brentwood","California","94513","West","Office Supplies","Appliances","320.88","6","0","93.0552"
"1985","11/25/2011","11/27/2011","Second Class","LW-16825","Laurel Workman","Corporate","United States","Brentwood","California","94513","West","Furniture","Furnishings","23.88","3","0","10.5072"
"1986","11/25/2011","11/27/2011","Second Class","LW-16825","Laurel Workman","Corporate","United States","Brentwood","California","94513","West","Office Supplies","Paper","26.76","4","0","12.3096"
"1987","7/26/2013","7/28/2013","First Class","CB-12415","Christy Brittain","Consumer","United States","Columbus","Ohio","43229","East","Technology","Copiers","1439.976","4","0.4","191.9968"
"1988","11/9/2012","11/13/2012","Standard Class","AS-10090","Adam Shillingsburg","Consumer","United States","Springfield","Missouri","65807","Central","Office Supplies","Binders","17.22","3","0","7.9212"
"1989","11/9/2012","11/13/2012","Standard Class","AS-10090","Adam Shillingsburg","Consumer","United States","Springfield","Missouri","65807","Central","Furniture","Tables","1024.38","7","0","215.1198"
"1990","11/9/2012","11/13/2012","Standard Class","AS-10090","Adam Shillingsburg","Consumer","United States","Springfield","Missouri","65807","Central","Office Supplies","Envelopes","26.22","3","0","12.3234"
"1991","11/9/2012","11/13/2012","Standard Class","AS-10090","Adam Shillingsburg","Consumer","United States","Springfield","Missouri","65807","Central","Office Supplies","Paper","17.34","3","0","8.4966"
"1992","2/25/2014","3/1/2014","Standard Class","CB-12415","Christy Brittain","Consumer","United States","Philadelphia","Pennsylvania","19134","East","Office Supplies","Binders","4.956","4","0.7","-3.7996"
"1993","6/26/2014","7/3/2014","Standard Class","ML-17755","Max Ludwig","Home Office","United States","Springfield","Oregon","97477","West","Office Supplies","Labels","71.04","6","0.2","26.64"
"1994","6/26/2014","7/3/2014","Standard Class","ML-17755","Max Ludwig","Home Office","United States","Springfield","Oregon","97477","West","Office Supplies","Art","5.344","2","0.2","0.7348"
"1995","6/26/2014","7/3/2014","Standard Class","ML-17755","Max Ludwig","Home Office","United States","Springfield","Oregon","97477","West","Office Supplies","Fasteners","11.304","3","0.2","-2.1195"
